PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
Small and Mid-Sized Office,DOWNTOWN,1.0,23563,Office,Restaurant,67.0,883197.6875,1.0,0.0,0.0,114,1.0,0.0,0.8565547680685821,0.1434452319314179
Mixed Use Property,DOWNTOWN,1.0,38539,Retail Store,Parking,55.0,2186018.5,0.9999997712736649,0.0,0.0,38,0.6787929110770907,0.3212070889229093,0.4034614286826332,0.3212070889229093
Small and Mid-Sized Office,DOWNTOWN,1.0,26840,Office,NONE,24.0,1989287.0,1.0,0.0,0.0,110,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,46800,Retail Store,Office,86.0,1245187.5,0.9999995984540481,0.0,0.0,110,1.0,0.0,0.7696367521367521,0.23036324786324786
Small and Mid-Sized Office,DOWNTOWN,1.0,63990,Office,Parking,51.0,2067352.5,0.9977108403138797,0.0,0.0022889178308972465,37,0.5836849507735584,0.41631504922644164,0.6094702297233943,0.41631504922644164
Small and Mid-Sized Office,DOWNTOWN,1.0,28800,Office,Other,50.0,1345025.75,0.6869043213484947,0.0,0.31309586452155286,108,1.0,0.0,0.75,0.25
Small and Mid-Sized Office,DOWNTOWN,1.0,33552,Office,Parking,75.0,1696978.75,0.3793058693280632,0.0,0.6206942779925795,62,0.851931330472103,0.148068669527897,0.7914878397711016,0.148068669527897
Retail Store,DOWNTOWN,1.0,26270,Retail Store,NONE,32.0,1560461.75,0.6819135425780222,0.0,0.31808597679500955,85,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,57620,Office,Parking,50.0,2385395.0,1.0,0.0,0.0,90,0.8642832349878514,0.13571676501214855,0.8642832349878514,0.13571676501214855
Hotel,DOWNTOWN,1.0,57800,Hotel,NONE,87.0,2443065.25,0.5629956056228953,0.0,0.437004292046641,26,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,31890,Financial Office,NONE,2.0,1858224.625,0.9999996636574547,0.0,0.0,61,1.0,0.0,0.9771088115396676,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,44098,Office,Parking,53.0,1441900.5,0.6875495223144732,0.31245034764881485,0.0,91,0.6902353848247086,0.3097646151752914,0.5877817588099233,0.2983128486552678
Medical Office,DOWNTOWN,1.0,26670,Medical Office,NONE,51.0,1553208.375,0.9999785122199074,0.0,2.1246344361232278e-05,64,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,44416,Hotel,NONE,61.0,2669564.25,0.5602198935650265,0.0,0.439780012786731,49,1.0,0.0,1.0,0.0
Worship Facility,Northwest,1.0,45991,Worship Facility,NONE,77.0,1145535.75,0.46181797469000857,0.0,0.5381822435484881,88,1.0,0.0,1.0,0.0
Residence Hall,NORTHEAST,1.0,21499,Residence Hall/Dormitory,NONE,85.0,605130.6875,0.9999988638817793,0.0,0.0,95,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHEAST,1.0,20384,Office,NONE,16.0,1791071.375,0.9827179556146945,0.0,0.01728239333845643,27,1.0,0.0,1.0,0.0
Retail Store,NORTHEAST,1.0,54284,Retail Store,Other,18.0,6778694.0,0.9477046758564408,0.0,0.05229517662251755,60,1.0,0.0,0.9723675484488984,0.035001105298062045
Retail Store,NORTHEAST,1.0,23409,Retail Store,Other,67.0,2545405.0,0.9091543388969535,0.0,0.09084566110304647,60,1.0,0.0,0.935922081250801,0.06407791874919902
Hotel,NORTHEAST,2.0,24100,Hotel,NONE,91.0,1587454.75,0.5152820891430133,0.0,0.48471806834179054,55,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,32356,Financial Office,Bank Branch,81.0,1857154.75,0.5247403319513357,0.4752596343950336,0.0,89,1.0,0.0,0.7997280257139325,0.2002719742860675
Hotel,DOWNTOWN,1.0,61180,Hotel,NONE,24.0,3993913.25,0.4656758631399918,0.0,0.5343240742647578,56,0.7881660673422687,0.2118339326577313,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,43506,Office,Parking,51.0,3460275.5,0.5300439228032565,0.0,0.4699559326995784,38,0.741414977244518,0.258585022755482,0.7486093872109594,0.0
Worship Facility,Northwest,1.0,23931,Worship Facility,NONE,88.0,496477.3125,0.3365209160489081,0.0,0.6634784545164891,106,1.0,0.0,1.0,0.0
Worship Facility,Northwest,1.0,21393,Worship Facility,NONE,57.0,845961.375,0.3148595288998862,0.0,0.6851400278174639,68,1.0,0.0,1.0,0.0
Mixed Use Property,SOUTHEAST,1.0,47560,Distribution Center,Non-Refrigerated Warehouse,80.0,1132489.625,0.5150563741367609,0.0,0.48494395699210047,26,1.0,0.0,0.4866694701429773,0.3306139613120269
Senior Care Community,EAST,1.0,62334,Senior Care Community,Bank Branch,100.0,1076733.25,0.4468776273046272,0.0,0.5531221405115891,10,1.0,0.0,0.572656976930728,0.25124330221067154
K-12 School,DOWNTOWN,1.0,21600,K-12 School,NONE,72.0,1261536.75,0.48331846059974076,0.0,0.5166817375712598,59,1.0,0.0,1.0,0.0
K-12 School,DOWNTOWN,1.0,22860,K-12 School,NONE,43.0,931148.625,0.9999993287859926,0.0,0.0,21,1.0,0.0,1.0,0.0
Worship Facility,NORTHEAST,1.0,26366,Worship Facility,Parking,88.0,888031.875,0.364628803442444,0.0,0.6353713373182691,44,1.0,0.0,1.0,0.0
Worship Facility,SOUTHEAST,1.0,21732,Worship Facility,NONE,2.0,860364.1875,0.5569257844080127,0.0,0.44307399766101957,51,1.0,0.0,1.0,0.0
Retail Store,NORTHEAST,1.0,32960,Retail Store,NONE,71.0,813641.0,1.0,0.0,0.0,116,1.0,0.0,1.0,0.0
Hotel,NORTHEAST,1.0,20571,Hotel,NONE,72.0,716279.6875,0.9999990401793992,0.0,0.0,86,1.0,0.0,1.0,0.0
Worship Facility,NORTHEAST,1.0,47992,Worship Facility,Other,17.0,3040195.5,0.30722629515108485,0.0,0.6927738693120229,90,1.0,0.0,0.7876312718786465,0.21266044340723453
Residence Hall,NORTHEAST,1.0,28572,Residence Hall/Dormitory,Parking,16.0,2717863.25,0.43680453753513904,0.0,0.5631953704808363,23,1.0,0.0,0.7699846003079939,0.24499510009799805
Residence Hall,EAST,0.0,115775,Residence Hall/Dormitory,Office,94.0,2882489.75,0.9999997398082682,0.0,0.0,34,0.7276182250053984,0.2723817749946016,1.0,0.0
Worship Facility,NORTHEAST,1.0,31386,Worship Facility,NONE,52.0,1128179.125,0.6297563784474385,0.0,0.37024351075455325,16,1.0,0.0,0.9558401835213153,0.0
K-12 School,NORTHEAST,5.0,21500,K-12 School,NONE,44.0,6689184.0,0.49448363208427215,0.0,0.5055162184206624,27,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,84116,Office,NONE,68.0,2641681.75,0.986367491087827,0.0,0.013632225002122227,4,0.6849945313614533,0.3150054686385468,0.6538589566788721,0.0
Hotel,DOWNTOWN,1.0,104000,Hotel,Restaurant,8.0,8690648.0,0.4786549863715571,0.4117700141577475,0.10957491317103167,91,1.0,0.0,0.9230769230769231,0.07692307692307693
Senior Care Community,SOUTHEAST,1.0,78374,Senior Care Community,Parking,98.0,3321035.75,0.9999997741668394,0.0,0.0,35,1.0,0.0,0.7485262969862454,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,39960,Office,Other,77.0,2178690.5,0.6538891136671316,0.0,0.3461106568372148,116,1.0,0.0,0.928928928928929,0.07107107107107107
Hotel,DOWNTOWN,1.0,36240,Hotel,NONE,98.0,2147968.25,0.2124565854267166,0.539169166024684,0.24837424854859935,90,1.0,0.0,1.0,0.0
Hotel,DOWNTOWN,1.0,35820,Hotel,NONE,94.0,3321603.0,0.29905711188242545,0.0,0.7009428881175745,107,1.0,0.0,1.0,0.0
K-12 School,SOUTHWEST,1.0,33462,K-12 School,NONE,76.0,3987215.5,0.14419586801867118,0.0,0.8558042573821254,94,1.0,0.0,1.0,0.0
K-12 School,SOUTHWEST,1.0,49744,K-12 School,NONE,98.0,2096835.5,0.22812900678188633,0.0,0.7718707547635473,51,1.0,0.0,1.0,0.0
Worship Facility,SOUTHWEST,1.0,37816,Worship Facility,K-12 School,60.0,1411305.5,0.48379461427734816,0.0,0.5162050314407476,93,1.0,0.0,0.5131954728157394,0.4945261265072985
Supermarket / Grocery Store,SOUTHWEST,1.0,25762,Supermarket/Grocery Store,NONE,100.0,1906384.875,1.0,0.0,0.0,70,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,SOUTHWEST,1.0,43387,Office,NONE,60.0,2686765.0,0.8756232867407459,0.0,0.12437671325925416,35,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,37500,Non-Refrigerated Warehouse,NONE,36.0,1811506.375,0.9935918663272714,0.0,0.006407926662692534,31,1.0,0.0,1.0,0.0
Medical Office,CENTRAL,1.0,39000,Medical Office,NONE,25.0,2615247.75,0.8699649966241249,0.0,0.13003471659616186,26,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,29740,Office,Non-Refrigerated Warehouse,57.0,1467060.25,0.8583117155549679,0.0,0.1416881140362163,55,1.0,0.0,0.5986550100874244,0.4104909213180901
Small and Mid-Sized Office,SOUTHEAST,1.0,39170,Office,NONE,81.0,2130673.75,0.5096204897629212,0.0,0.4903796275708564,46,1.0,0.0,0.9063058463109522,0.0
Retail Store,GREATER DUWAMISH,1.0,20000,Retail Store,NONE,75.0,557863.6875,1.0,0.0,0.0,102,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,32400,Non-Refrigerated Warehouse,NONE,91.0,248616.0,1.0,0.0,0.0,61,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,25159,Supermarket/Grocery Store,Parking,38.0,8905287.0,0.5478639823736169,0.0,0.4521359053335395,54,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,26680,Distribution Center,NONE,92.0,243518.2031,0.9999991659761059,0.0,0.0,61,1.0,0.0,1.0,0.0
Warehouse,DELRIDGE,1.0,31521,Non-Refrigerated Warehouse,NONE,6.0,1788148.0,0.40317971443079653,0.0,0.5968202855692034,63,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,35579,Distribution Center,NONE,72.0,1096646.25,0.37938122708211514,0.0,0.6206185449501149,18,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,49950,Distribution Center,NONE,77.0,238969.7031,1.0,0.0,0.0,41,1.0,0.0,1.0,0.0
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,22612,Worship Facility,NONE,87.0,731321.8125,0.21457038107967005,0.0,0.7854298753054081,69,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,30545,Non-Refrigerated Warehouse,Office,12.0,1577040.875,0.30549683755026324,0.0,0.6945032417121084,78,1.0,0.0,0.7708299230643313,0.22917007693566868
K-12 School,MAGNOLIA / QUEEN ANNE,1.0,32691,K-12 School,NONE,99.0,971990.3125,0.48609640849686964,0.0,0.5139032699978684,94,1.0,0.0,1.0,0.0
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,24227,Worship Facility,NONE,55.0,1086678.125,0.20189326991375667,0.0,0.7981066150567814,53,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,27000,Distribution Center,NONE,61.0,651293.3125,0.5237885810473449,0.0,0.4762109391381168,60,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,21183,Office,Parking,99.0,361542.0938,0.9999997405557981,0.0,0.0,59,1.0,0.0,0.6583109096917339,0.34168909030826605
Small and Mid-Sized Office,LAKE UNION,1.0,29392,Office,Parking,91.0,755618.1875,0.9738900044673686,0.0,0.026109747391436365,55,0.869556341861731,0.13044365813826891,1.0,0.0
Large Office,LAKE UNION,1.0,137738,Office,Parking,62.0,4704936.5,0.9999998937286401,0.0,0.0,31,0.5970320463488652,0.40296795365113475,0.5648114536293543,0.40296795365113475
Residence Hall,LAKE UNION,1.0,21118,Residence Hall/Dormitory,NONE,49.0,1361427.75,0.5222010495966459,0.0,0.477799134034105,28,1.0,0.0,1.0,0.0
Large Office,LAKE UNION,1.0,206126,Office,Parking,98.0,4489661.0,0.8021703643103566,0.0,0.19774945146192552,3,0.6153614779309743,0.38463852206902577,0.494556727438557,0.3550110126815637
Small and Mid-Sized Office,LAKE UNION,1.0,20500,Office,NONE,48.0,1326178.125,0.9669387360766488,0.0,0.033061169667536174,116,1.0,0.0,1.0,0.0
Senior Care Community,BALLARD,1.0,34636,Senior Care Community,Parking,3.0,12148720.0,0.29314816704969743,0.0,0.7068517506371041,50,0.10497748007853101,0.895022519921469,1.0,0.0
Worship Facility,NORTHEAST,1.0,25521,Worship Facility,NONE,82.0,605186.3125,0.5971450320929061,0.0,0.40285445153718674,86,1.0,0.0,1.0,0.0
K-12 School,NORTHEAST,1.0,23190,K-12 School,NONE,79.0,1705515.25,0.2851431554188683,0.0,0.7148566979978631,30,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,20678,Office,NONE,98.0,770333.0,0.23303817959246195,0.0,0.766961820407538,56,1.0,0.0,1.0,0.0
K-12 School,NORTHWEST,1.0,28820,K-12 School,NONE,43.0,2595783.5,0.262254922261429,0.0,0.7377448851185008,94,1.0,0.0,1.0,0.0
Worship Facility,SOUTHEAST,1.0,27876,Worship Facility,NONE,69.0,1829981.375,0.3342006691188319,0.0,0.6657991259610497,62,1.0,0.0,1.0,0.0
K-12 School,MAGNOLIA / QUEEN ANNE,1.0,48789,K-12 School,NONE,94.0,1298307.625,0.6601994654387091,0.0,0.33980005316536593,91,1.0,0.0,1.0,0.0
Senior Care Community,SOUTHEAST,1.0,48882,Senior Care Community,Parking,51.0,6782435.0,0.3993042321820998,0.0,0.6006957678179002,50,0.8520314226095496,0.14796857739045047,0.8576163004787039,0.18573298964854137
Warehouse,GREATER DUWAMISH,1.0,22320,Non-Refrigerated Warehouse,NONE,62.0,439065.9063,1.0,0.0,0.0,39,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,40029,Office,Non-Refrigerated Warehouse,69.0,1471914.25,0.9999998301531492,0.0,0.0,34,1.0,0.0,0.7944240425691373,0.2048514826750606
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,28304,Office,NONE,67.0,1269367.5,0.9999996061030395,0.0,0.0,46,1.0,0.0,0.9604649519502544,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,25872,Office,NONE,41.0,2399353.5,0.4107177204192713,0.0,0.5892820711912605,47,1.0,0.0,0.9658317872603587,0.0
Warehouse,GREATER DUWAMISH,1.0,20500,Non-Refrigerated Warehouse,NONE,65.0,222600.0938,0.9999995786165298,0.0,0.0,47,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,21436,Office,NONE,95.0,534703.6875,1.0,0.0,0.0,58,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,31417,Office,Parking,94.0,1126157.25,0.6104582641544953,0.0,0.38954151385164015,31,0.7418595028169462,0.25814049718305376,0.8369672470318618,0.41028742400611135
Retail Store,DOWNTOWN,1.0,25920,Retail Store,NONE,5.0,478690.0938,0.9999998040485876,0.0,0.0,100,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,25920,Retail Store,NONE,93.0,1011667.5,0.8574437747580109,0.0,0.1425557310084588,97,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,25920,Office,NONE,75.0,1793851.375,0.5895371348699388,0.0,0.4104626560826423,97,1.0,0.0,0.925733024691358,0.0
Small and Mid-Sized Office,EAST,1.0,39760,Office,NONE,92.0,2478960.0,0.20662898957627393,0.701754263884855,0.09161664569012812,91,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,EAST,1.0,22667,Office,NONE,1.0,3767135.0,0.5235525140458199,0.43516926656464394,0.04127831893468113,70,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,33740,Office,Retail Store,79.0,1291405.25,0.9999998064124332,0.0,0.0,15,0.8218731475992886,0.17812685240071133,0.4714878482513337,0.25969176052163606
Retail Store,LAKE UNION,1.0,20516,Retail Store,Hotel,98.0,1021796.625,0.25933144964145877,0.0,0.7406679386908329,105,1.0,0.0,0.4949795281731332,0.38993955936829794
Retail Store,LAKE UNION,1.0,27480,Retail Store,Office,88.0,1215156.25,0.9999997942651409,0.0,0.0,110,1.0,0.0,0.8085152838427948,0.315429403202329
Mixed Use Property,LAKE UNION,1.0,46958,Office,Parking,95.0,1818867.875,0.7898033825024261,0.0,0.21019668622164214,69,1.0,0.0,0.8584905660377359,0.7235401848460327
Distribution Center,LAKE UNION,1.0,26532,Distribution Center,NONE,5.0,1934224.25,0.40563290425089027,0.0,0.5943669664983261,32,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,35600,Office,Parking,47.0,2173143.75,0.9682300123956366,0.0,0.0317696424822334,30,1.0,0.0,1.0,0.0
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,62000,Worship Facility,Other,81.0,1799664.125,0.15945475381413185,0.0,0.8405451767284632,67,1.0,0.0,0.9225806451612903,0.08064516129032258
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,23600,Office,NONE,82.0,776248.6875,1.0,0.0,0.0,35,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,40067,Office,NONE,43.0,2303732.75,0.9999996744414038,0.0,0.0,30,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,26419,Office,NONE,67.0,1074989.0,1.0,0.0,0.0,27,0.7379915969567357,0.26200840304326434,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,25262,Office,NONE,54.0,1469556.25,0.7993392563231247,0.0,0.20066057355749398,37,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,34106,Office,NONE,57.0,1619177.125,0.9999999228002928,0.0,0.0,36,1.0,0.0,0.959919075822436,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,34545,Office,NONE,29.0,2313978.75,1.0,0.0,0.0,36,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,70296,Office,NONE,86.0,2782066.5,0.9999998202774808,0.0,0.0,36,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,27838,Office,NONE,77.0,1217509.125,0.999999897331365,0.0,0.0,114,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,39815,Office,Non-Refrigerated Warehouse,62.0,2050600.75,0.7260365041805432,0.0,0.27396361773494915,65,1.0,0.0,0.6811000879065678,0.3188999120934321
Warehouse,NORTHWEST,1.0,48112,Non-Refrigerated Warehouse,NONE,73.0,1485945.875,1.0,0.0,0.0,44,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,42793,Office,Parking,27.0,1772188.5,0.99999971786297,0.0,0.0,15,0.6140022900941743,0.3859977099058257,0.6140022900941743,0.3859977099058257
Retail Store,NORTHWEST,1.0,26115,Retail Store,NONE,43.0,1689372.625,0.6797493832954704,0.0,0.32025083868042437,18,1.0,0.0,1.0,0.0
Worship Facility,NORTHEAST,1.0,26033,Worship Facility,Parking,78.0,1149140.25,0.29615445112117517,0.0,0.7038453313248753,67,1.0,0.0,1.0,0.0
K-12 School,MAGNOLIA / QUEEN ANNE,1.0,48660,K-12 School,NONE,82.0,1881516.125,0.4371522460377532,0.0,0.5628476875264622,9,1.0,0.0,1.0,0.0
Senior Care Community,MAGNOLIA / QUEEN ANNE,1.0,46539,Senior Care Community,NONE,73.0,5400049.5,0.4271360845858913,0.0,0.5728638228223649,46,1.0,0.0,1.0,0.0
Residence Hall,DOWNTOWN,1.0,29796,Residence Hall/Dormitory,NONE,47.0,2233262.0,0.3787338879182111,0.0,0.6212661120817888,107,1.0,0.0,1.0,0.0
Retail Store,DOWNTOWN,1.0,26400,Retail Store,Office,36.0,983595.875,0.7738574544143956,0.0,0.22614267267031798,96,1.0,0.0,0.5465151515151515,0.2727272727272727
Small and Mid-Sized Office,DOWNTOWN,1.0,38148,Office,Retail Store,98.0,1262255.75,0.999999405825642,0.0,0.0,98,1.0,0.0,0.9922669602600398,0.32754010695187163
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,31945,Worship Facility,Parking,4.0,1806468.0,1.0,0.0,0.0,61,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,85963,Office,Parking,43.0,4480961.0,0.9999997768335854,0.0,0.0,31,0.6154740993218012,0.38452590067819875,0.6154740993218012,0.38452590067819875
Retail Store,DOWNTOWN,1.0,34680,Retail Store,NONE,92.0,1169948.875,0.6624135605925515,0.0,0.33758654624972395,116,1.0,0.0,1.0,0.0
Worship Facility,DOWNTOWN,1.0,75058,Worship Facility,NONE,24.0,5587347.0,0.18919659008112438,0.0,0.8108034099188757,48,0.540222228143569,0.45977777185643104,1.0,0.0
Retail Store,DOWNTOWN,1.0,36504,Retail Store,NONE,2.0,2100982.75,0.9369391538317009,0.0,0.06306048919249813,101,1.0,0.0,0.4437869822485207,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,35200,Office,NONE,8.0,2998208.25,0.999999916616866,0.0,0.0,109,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,35840,Office,NONE,83.0,1538750.625,0.4700176807401784,0.0,0.529982562964028,109,1.0,0.0,1.0,0.0
Other,DOWNTOWN,1.0,25920,Bank Branch,NONE,60.0,1333432.125,0.9999999062569458,0.0,0.0,75,1.0,0.0,0.8962191358024691,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,30525,Office,Retail Store,17.0,2883139.0,0.7356932842988146,0.2643066506679005,0.0,88,1.0,0.0,0.5113513513513513,0.19996723996723997
Medical Office,EAST,1.0,30855,Medical Office,NONE,2.0,2946756.25,0.5218578903497701,0.0,0.47814202481118007,54,0.6666666666666666,0.3333333333333333,0.699108734402852,0.0
Small and Mid-Sized Office,EAST,1.0,73549,Office,Worship Facility,90.0,2828950.5,0.3278887347092146,0.0,0.6721114420347758,106,1.0,0.0,0.5660444057703028,0.4339555942296972
Medical Office,EAST,0.0,39115,Medical Office,NONE,42.0,3735308.5,0.8026967518211682,0.0,0.1973031143210795,53,1.0,0.0,1.0,0.0
Worship Facility,EAST,1.0,37796,Worship Facility,Parking,55.0,2465983.5,0.35841196828770344,0.559418889055827,0.08216924403589886,54,1.0,0.0,1.0,0.0
Warehouse,BALLARD,1.0,36444,Non-Refrigerated Warehouse,NONE,80.0,161311.0938,0.9999994185148845,0.0,0.0,56,1.0,0.0,1.0,0.0
Warehouse,BALLARD,1.0,27553,Non-Refrigerated Warehouse,NONE,63.0,966677.125,0.44233176615201275,0.0,0.5576681045390414,66,1.0,0.0,1.0,0.0
Retail Store,LAKE UNION,1.0,45271,Retail Store,NONE,57.0,2553763.5,0.44908348012648786,0.0,0.550916324084043,52,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,28380,Office,NONE,62.0,1372213.375,0.5861428074187077,0.0,0.4138569193001781,96,0.5708245243128964,0.42917547568710357,1.0,0.0
Large Office,LAKE UNION,1.0,508160,Office,Parking,77.0,28053172.0,0.774431426150312,0.0,0.2255684312633167,7,1.0,0.0,0.649106580604534,0.3205565176322418
Small and Mid-Sized Office,LAKE UNION,1.0,26176,Office,NONE,95.0,966907.375,0.431822127740002,0.0,0.5681774844255376,90,1.0,0.0,0.9065556234718827,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,37740,Office,Parking,1.0,7442314.5,0.9371005484920047,0.0,0.06289938432459419,90,1.0,0.0,0.9931372549019608,0.0
Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,23241,Worship Facility,NONE,66.0,739210.5,0.5457971714416935,0.0,0.45420215216098797,7,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,38038,Office,Parking,84.0,2003807.75,0.9999996257125965,0.0,0.0,17,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,64596,Office,Parking,92.0,2524228.25,0.48311241267504235,0.0,0.5168874882847857,9,0.6192333890643383,0.38076661093566166,0.6438633971143725,0.3305158214130906
Small and Mid-Sized Office,LAKE UNION,1.0,41466,Office,Laboratory,1.0,9190442.0,0.5991756435653476,0.0,0.4008242476259575,88,0.8538079390343897,0.14619206096561038,0.8538079390343897,0.12058071673178025
Large Office,LAKE UNION,1.0,130710,Office,Parking,92.0,7429423.0,0.8987323780056675,0.0,0.10126748739437773,3,0.22882717466146432,0.7711728253385357,0.9222553744931528,0.6805906204575013
Small and Mid-Sized Office,LAKE UNION,1.0,35780,Office,Retail Store,77.0,1912760.75,0.9999996078965966,0.0,0.0,90,1.0,0.0,0.6243991056456121,0.2295695919508105
Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,25132,Office,Parking,41.0,564754.1875,0.9999996679971497,0.0,0.0,52,0.709215342989018,0.290784657010982,0.32074645869807417,0.31831927423205475
Small and Mid-Sized Office,DOWNTOWN,1.0,47686,Office,Retail Store,72.0,2071670.25,0.5666809184521523,0.433318960872272,0.0,97,1.0,0.0,0.5347481441093822,0.17824938136979407
Mixed Use Property,DOWNTOWN,1.0,82065,Parking,Office,91.0,1717130.875,1.0,0.0,0.0,26,0.5759458965454213,0.42405410345457867,0.439115335404862,0.33624565892889785
Small and Mid-Sized Office,DOWNTOWN,1.0,36160,Office,NONE,47.0,1862176.875,1.0,0.0,0.0,106,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,66900,Office,NONE,100.0,1634178.25,0.963738808786618,0.0,0.036261038231294535,107,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,50499,Office,Parking,13.0,3205182.5,0.9992454407822331,0.0,0.0007544032204094463,16,0.7318758787302719,0.2681241212697281,0.7318758787302719,0.2681241212697281
Small and Mid-Sized Office,LAKE UNION,1.0,54465,Office,Parking,68.0,3600571.25,0.902967827674567,0.0,0.09703210289200637,52,0.8236482144496465,0.17635178555035344,1.0,0.0
K-12 School,EAST,1.0,45960,K-12 School,NONE,56.0,4167253.75,0.20028489985761005,0.0,0.7997151601339372,86,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,21128,Office,NONE,97.0,436604.0938,0.9999997851600539,0.0,0.0,57,1.0,0.0,1.0,0.0
Hotel,LAKE UNION,1.0,38520,Hotel,NONE,37.0,2804534.0,0.5695345465592502,0.0,0.4304654534407499,57,1.0,0.0,0.9994807892004154,0.0
Hotel,LAKE UNION,1.0,29186,Hotel,NONE,95.0,867184.375,0.3958027956857502,0.0,0.6041979250375678,55,0.8541766600424862,0.14582333995751387,0.6509970533817584,0.0
Worship Facility,LAKE UNION,1.0,27338,Worship Facility,NONE,56.0,581289.0,1.0,0.0,0.0,56,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,45864,Office,NONE,94.0,2590622.0,0.18541879131729755,0.0,0.8145812086827025,86,1.0,0.0,1.0,0.0
